,Date,Time,Date&Time,NO2 (ug/m3)
20884,20/5/2021,4:00:00,20/5/2021 4:00,40
20885,20/5/2021,5:00:00,20/5/2021 5:00,34
20886,20/5/2021,6:00:00,20/5/2021 6:00,49
20887,20/5/2021,7:00:00,20/5/2021 7:00,51
20888,20/5/2021,8:00:00,20/5/2021 8:00,43
20889,20/5/2021,9:00:00,20/5/2021 9:00,43
20890,20/5/2021,10:00:00,20/5/2021 10:00,60
20891,20/5/2021,11:00:00,20/5/2021 11:00,57
20892,20/5/2021,12:00:00,20/5/2021 12:00,57
20893,20/5/2021,13:00:00,20/5/2021 13:00,46
20894,20/5/2021,14:00:00,20/5/2021 14:00,37
20895,20/5/2021,15:00:00,20/5/2021 15:00,31
20896,20/5/2021,16:00:00,20/5/2021 16:00,23
20897,20/5/2021,17:00:00,20/5/2021 17:00,25
20898,20/5/2021,18:00:00,20/5/2021 18:00,39
20899,20/5/2021,19:00:00,20/5/2021 19:00,40
20900,20/5/2021,20:00:00,20/5/2021 20:00,46
20901,20/5/2021,21:00:00,20/5/2021 21:00,36
20902,20/5/2021,22:00:00,20/5/2021 22:00,32
20903,20/5/2021,23:00:00,20/5/2021 23:00,36
20904,21/5/2021,0:00:00,21/5/2021 0:00,16
20905,21/5/2021,1:00:00,21/5/2021 1:00,28
20906,21/5/2021,2:00:00,21/5/2021 2:00,33
20907,21/5/2021,3:00:00,21/5/2021 3:00,33
20908,21/5/2021,4:00:00,21/5/2021 4:00,29
20909,21/5/2021,5:00:00,21/5/2021 5:00,33
20910,21/5/2021,6:00:00,21/5/2021 6:00,31
20911,21/5/2021,7:00:00,21/5/2021 7:00,31
20912,21/5/2021,8:00:00,21/5/2021 8:00,27
20913,21/5/2021,9:00:00,21/5/2021 9:00,20
20914,21/5/2021,10:00:00,21/5/2021 10:00,19
20915,21/5/2021,11:00:00,21/5/2021 11:00,17
20916,21/5/2021,12:00:00,21/5/2021 12:00,15
20917,21/5/2021,13:00:00,21/5/2021 13:00,13
20918,21/5/2021,14:00:00,21/5/2021 14:00,15
20919,21/5/2021,15:00:00,21/5/2021 15:00,15
20920,21/5/2021,16:00:00,21/5/2021 16:00,22
20921,21/5/2021,17:00:00,21/5/2021 17:00,31
20922,21/5/2021,18:00:00,21/5/2021 18:00,45
20923,21/5/2021,19:00:00,21/5/2021 19:00,39
20924,21/5/2021,20:00:00,21/5/2021 20:00,48
20925,21/5/2021,21:00:00,21/5/2021 21:00,52
20926,21/5/2021,22:00:00,21/5/2021 22:00,52
20927,21/5/2021,23:00:00,21/5/2021 23:00,49
20928,22/5/2021,0:00:00,22/5/2021 0:00,48
20929,22/5/2021,1:00:00,22/5/2021 1:00,44
20930,22/5/2021,2:00:00,22/5/2021 2:00,46
20931,22/5/2021,3:00:00,22/5/2021 3:00,45
20932,22/5/2021,4:00:00,22/5/2021 4:00,41
20933,22/5/2021,5:00:00,22/5/2021 5:00,41
20934,22/5/2021,6:00:00,22/5/2021 6:00,40
20935,22/5/2021,7:00:00,22/5/2021 7:00,36
20936,22/5/2021,8:00:00,22/5/2021 8:00,18
20937,22/5/2021,9:00:00,22/5/2021 9:00,16
20938,22/5/2021,10:00:00,22/5/2021 10:00,24
20939,22/5/2021,11:00:00,22/5/2021 11:00,23
20940,22/5/2021,12:00:00,22/5/2021 12:00,16
20941,22/5/2021,13:00:00,22/5/2021 13:00,17
20942,22/5/2021,14:00:00,22/5/2021 14:00,15
20943,22/5/2021,15:00:00,22/5/2021 15:00,
20944,22/5/2021,16:00:00,22/5/2021 16:00,
20945,22/5/2021,17:00:00,22/5/2021 17:00,
20946,22/5/2021,18:00:00,22/5/2021 18:00,15
20947,22/5/2021,19:00:00,22/5/2021 19:00,24
20948,22/5/2021,20:00:00,22/5/2021 20:00,30
20949,22/5/2021,21:00:00,22/5/2021 21:00,31
20950,22/5/2021,22:00:00,22/5/2021 22:00,31
20951,22/5/2021,23:00:00,22/5/2021 23:00,30
20952,23/5/2021,0:00:00,23/5/2021 0:00,30
20953,23/5/2021,1:00:00,23/5/2021 1:00,30
20954,23/5/2021,2:00:00,23/5/2021 2:00,30
20955,23/5/2021,3:00:00,23/5/2021 3:00,22
20956,23/5/2021,4:00:00,23/5/2021 4:00,17
20957,23/5/2021,5:00:00,23/5/2021 5:00,17
20958,23/5/2021,6:00:00,23/5/2021 6:00,16
20959,23/5/2021,7:00:00,23/5/2021 7:00,17
20960,23/5/2021,8:00:00,23/5/2021 8:00,20
20961,23/5/2021,9:00:00,23/5/2021 9:00,23
20962,23/5/2021,10:00:00,23/5/2021 10:00,15
20963,23/5/2021,11:00:00,23/5/2021 11:00,14
20964,23/5/2021,12:00:00,23/5/2021 12:00,12
20965,23/5/2021,13:00:00,23/5/2021 13:00,14
20966,23/5/2021,14:00:00,23/5/2021 14:00,10
20967,23/5/2021,15:00:00,23/5/2021 15:00,11
20968,23/5/2021,16:00:00,23/5/2021 16:00,9
20969,23/5/2021,17:00:00,23/5/2021 17:00,12
20970,23/5/2021,18:00:00,23/5/2021 18:00,21
20971,23/5/2021,19:00:00,23/5/2021 19:00,22
20972,23/5/2021,20:00:00,23/5/2021 20:00,30
20973,23/5/2021,21:00:00,23/5/2021 21:00,29
20974,23/5/2021,22:00:00,23/5/2021 22:00,35
20975,23/5/2021,23:00:00,23/5/2021 23:00,29
20976,24/5/2021,0:00:00,24/5/2021 0:00,36
20977,24/5/2021,1:00:00,24/5/2021 1:00,30
20978,24/5/2021,2:00:00,24/5/2021 2:00,24
20979,24/5/2021,3:00:00,24/5/2021 3:00,22
20980,24/5/2021,4:00:00,24/5/2021 4:00,26
20981,24/5/2021,5:00:00,24/5/2021 5:00,27
20982,24/5/2021,6:00:00,24/5/2021 6:00,35
20983,24/5/2021,7:00:00,24/5/2021 7:00,34
20984,24/5/2021,8:00:00,24/5/2021 8:00,34
20985,24/5/2021,9:00:00,24/5/2021 9:00,25
20986,24/5/2021,10:00:00,24/5/2021 10:00,17
20987,24/5/2021,11:00:00,24/5/2021 11:00,16
20988,24/5/2021,12:00:00,24/5/2021 12:00,15
20989,24/5/2021,13:00:00,24/5/2021 13:00,12
20990,24/5/2021,14:00:00,24/5/2021 14:00,13
20991,24/5/2021,15:00:00,24/5/2021 15:00,18
20992,24/5/2021,16:00:00,24/5/2021 16:00,16
20993,24/5/2021,17:00:00,24/5/2021 17:00,17
20994,24/5/2021,18:00:00,24/5/2021 18:00,15
20995,24/5/2021,19:00:00,24/5/2021 19:00,23
20996,24/5/2021,20:00:00,24/5/2021 20:00,27
20997,24/5/2021,21:00:00,24/5/2021 21:00,23
20998,24/5/2021,22:00:00,24/5/2021 22:00,22
20999,24/5/2021,23:00:00,24/5/2021 23:00,17
21000,25/5/2021,0:00:00,25/5/2021 0:00,15
21001,25/5/2021,1:00:00,25/5/2021 1:00,13
21002,25/5/2021,2:00:00,25/5/2021 2:00,16
21003,25/5/2021,3:00:00,25/5/2021 3:00,21
21004,25/5/2021,4:00:00,25/5/2021 4:00,23
21005,25/5/2021,5:00:00,25/5/2021 5:00,21
21006,25/5/2021,6:00:00,25/5/2021 6:00,23
21007,25/5/2021,7:00:00,25/5/2021 7:00,26
21008,25/5/2021,8:00:00,25/5/2021 8:00,25
21009,25/5/2021,9:00:00,25/5/2021 9:00,18
21010,25/5/2021,10:00:00,25/5/2021 10:00,15
21011,25/5/2021,11:00:00,25/5/2021 11:00,16
21012,25/5/2021,12:00:00,25/5/2021 12:00,16
21013,25/5/2021,13:00:00,25/5/2021 13:00,14
21014,25/5/2021,14:00:00,25/5/2021 14:00,13
21015,25/5/2021,15:00:00,25/5/2021 15:00,12
21016,25/5/2021,16:00:00,25/5/2021 16:00,16
21017,25/5/2021,17:00:00,25/5/2021 17:00,21
21018,25/5/2021,18:00:00,25/5/2021 18:00,14
21019,25/5/2021,19:00:00,25/5/2021 19:00,24
21020,25/5/2021,20:00:00,25/5/2021 20:00,23
21021,25/5/2021,21:00:00,25/5/2021 21:00,20
21022,25/5/2021,22:00:00,25/5/2021 22:00,18
21023,25/5/2021,23:00:00,25/5/2021 23:00,22
21024,26/5/2021,0:00:00,26/5/2021 0:00,13
21025,26/5/2021,1:00:00,26/5/2021 1:00,18
21026,26/5/2021,2:00:00,26/5/2021 2:00,20
21027,26/5/2021,3:00:00,26/5/2021 3:00,19
21028,26/5/2021,4:00:00,26/5/2021 4:00,17
21029,26/5/2021,5:00:00,26/5/2021 5:00,13
21030,26/5/2021,6:00:00,26/5/2021 6:00,18
21031,26/5/2021,7:00:00,26/5/2021 7:00,17
21032,26/5/2021,8:00:00,26/5/2021 8:00,20
21033,26/5/2021,9:00:00,26/5/2021 9:00,17
21034,26/5/2021,10:00:00,26/5/2021 10:00,14
21035,26/5/2021,11:00:00,26/5/2021 11:00,11
21036,26/5/2021,12:00:00,26/5/2021 12:00,11
21037,26/5/2021,13:00:00,26/5/2021 13:00,8
21038,26/5/2021,14:00:00,26/5/2021 14:00,7
21039,26/5/2021,15:00:00,26/5/2021 15:00,12
21040,26/5/2021,16:00:00,26/5/2021 16:00,18
21041,26/5/2021,17:00:00,26/5/2021 17:00,30
21042,26/5/2021,18:00:00,26/5/2021 18:00,28
21043,26/5/2021,19:00:00,26/5/2021 19:00,37
21044,26/5/2021,20:00:00,26/5/2021 20:00,38
21045,26/5/2021,21:00:00,26/5/2021 21:00,16
21046,26/5/2021,22:00:00,26/5/2021 22:00,16
21047,26/5/2021,23:00:00,26/5/2021 23:00,16
21048,27/5/2021,0:00:00,27/5/2021 0:00,20
21049,27/5/2021,1:00:00,27/5/2021 1:00,18
21050,27/5/2021,2:00:00,27/5/2021 2:00,16
21051,27/5/2021,3:00:00,27/5/2021 3:00,15
21052,27/5/2021,4:00:00,27/5/2021 4:00,18
21053,27/5/2021,5:00:00,27/5/2021 5:00,18
21054,27/5/2021,6:00:00,27/5/2021 6:00,19
21055,27/5/2021,7:00:00,27/5/2021 7:00,27
21056,27/5/2021,8:00:00,27/5/2021 8:00,27
21057,27/5/2021,9:00:00,27/5/2021 9:00,26
21058,27/5/2021,10:00:00,27/5/2021 10:00,20
21059,27/5/2021,11:00:00,27/5/2021 11:00,19
21060,27/5/2021,12:00:00,27/5/2021 12:00,15
21061,27/5/2021,13:00:00,27/5/2021 13:00,15
21062,27/5/2021,14:00:00,27/5/2021 14:00,16
21063,27/5/2021,15:00:00,27/5/2021 15:00,17
21064,27/5/2021,16:00:00,27/5/2021 16:00,23
21065,27/5/2021,17:00:00,27/5/2021 17:00,28
21066,27/5/2021,18:00:00,27/5/2021 18:00,36
21067,27/5/2021,19:00:00,27/5/2021 19:00,30
21068,27/5/2021,20:00:00,27/5/2021 20:00,35
21069,27/5/2021,21:00:00,27/5/2021 21:00,41
21070,27/5/2021,22:00:00,27/5/2021 22:00,44
21071,27/5/2021,23:00:00,27/5/2021 23:00,43
21072,28/5/2021,0:00:00,28/5/2021 0:00,45
21073,28/5/2021,1:00:00,28/5/2021 1:00,44
21074,28/5/2021,2:00:00,28/5/2021 2:00,44
21075,28/5/2021,3:00:00,28/5/2021 3:00,40
21076,28/5/2021,4:00:00,28/5/2021 4:00,25
21077,28/5/2021,5:00:00,28/5/2021 5:00,22
21078,28/5/2021,6:00:00,28/5/2021 6:00,16
21079,28/5/2021,7:00:00,28/5/2021 7:00,13
21080,28/5/2021,8:00:00,28/5/2021 8:00,21
21081,28/5/2021,9:00:00,28/5/2021 9:00,28
21082,28/5/2021,10:00:00,28/5/2021 10:00,35
21083,28/5/2021,11:00:00,28/5/2021 11:00,35
21084,28/5/2021,12:00:00,28/5/2021 12:00,22
21085,28/5/2021,13:00:00,28/5/2021 13:00,17
21086,28/5/2021,14:00:00,28/5/2021 14:00,15
21087,28/5/2021,15:00:00,28/5/2021 15:00,22
21088,28/5/2021,16:00:00,28/5/2021 16:00,31
21089,28/5/2021,17:00:00,28/5/2021 17:00,22
21090,28/5/2021,18:00:00,28/5/2021 18:00,20
21091,28/5/2021,19:00:00,28/5/2021 19:00,26
21092,28/5/2021,20:00:00,28/5/2021 20:00,36
21093,28/5/2021,21:00:00,28/5/2021 21:00,41
21094,28/5/2021,22:00:00,28/5/2021 22:00,34
21095,28/5/2021,23:00:00,28/5/2021 23:00,49
21096,29/5/2021,0:00:00,29/5/2021 0:00,51
21097,29/5/2021,1:00:00,29/5/2021 1:00,38
21098,29/5/2021,2:00:00,29/5/2021 2:00,34
21099,29/5/2021,3:00:00,29/5/2021 3:00,25
21100,29/5/2021,4:00:00,29/5/2021 4:00,35
21101,29/5/2021,5:00:00,29/5/2021 5:00,29
21102,29/5/2021,6:00:00,29/5/2021 6:00,27
21103,29/5/2021,7:00:00,29/5/2021 7:00,30
21104,29/5/2021,8:00:00,29/5/2021 8:00,28
21105,29/5/2021,9:00:00,29/5/2021 9:00,27
21106,29/5/2021,10:00:00,29/5/2021 10:00,30
21107,29/5/2021,11:00:00,29/5/2021 11:00,33
21108,29/5/2021,12:00:00,29/5/2021 12:00,35
21109,29/5/2021,13:00:00,29/5/2021 13:00,64
21110,29/5/2021,14:00:00,29/5/2021 14:00,49
21111,29/5/2021,15:00:00,29/5/2021 15:00,33
21112,29/5/2021,16:00:00,29/5/2021 16:00,20
21113,29/5/2021,17:00:00,29/5/2021 17:00,23
21114,29/5/2021,18:00:00,29/5/2021 18:00,27
21115,29/5/2021,19:00:00,29/5/2021 19:00,23
21116,29/5/2021,20:00:00,29/5/2021 20:00,31
21117,29/5/2021,21:00:00,29/5/2021 21:00,35
21118,29/5/2021,22:00:00,29/5/2021 22:00,27
21119,29/5/2021,23:00:00,29/5/2021 23:00,34
21120,30/5/2021,0:00:00,30/5/2021 0:00,32
21121,30/5/2021,1:00:00,30/5/2021 1:00,32
21122,30/5/2021,2:00:00,30/5/2021 2:00,30
21123,30/5/2021,3:00:00,30/5/2021 3:00,25
21124,30/5/2021,4:00:00,30/5/2021 4:00,16
21125,30/5/2021,5:00:00,30/5/2021 5:00,17
21126,30/5/2021,6:00:00,30/5/2021 6:00,23
21127,30/5/2021,7:00:00,30/5/2021 7:00,17
21128,30/5/2021,8:00:00,30/5/2021 8:00,24
21129,30/5/2021,9:00:00,30/5/2021 9:00,20
21130,30/5/2021,10:00:00,30/5/2021 10:00,16
21131,30/5/2021,11:00:00,30/5/2021 11:00,17
21132,30/5/2021,12:00:00,30/5/2021 12:00,13
21133,30/5/2021,13:00:00,30/5/2021 13:00,11
21134,30/5/2021,14:00:00,30/5/2021 14:00,12
21135,30/5/2021,15:00:00,30/5/2021 15:00,18
21136,30/5/2021,16:00:00,30/5/2021 16:00,16
21137,30/5/2021,17:00:00,30/5/2021 17:00,22
21138,30/5/2021,18:00:00,30/5/2021 18:00,21
21139,30/5/2021,19:00:00,30/5/2021 19:00,33
21140,30/5/2021,20:00:00,30/5/2021 20:00,34
21141,30/5/2021,21:00:00,30/5/2021 21:00,43
21142,30/5/2021,22:00:00,30/5/2021 22:00,44
21143,30/5/2021,23:00:00,30/5/2021 23:00,37
21144,31/5/2021,0:00:00,31/5/2021 0:00,31
21145,31/5/2021,1:00:00,31/5/2021 1:00,32
21146,31/5/2021,2:00:00,31/5/2021 2:00,18
21147,31/5/2021,3:00:00,31/5/2021 3:00,25
21148,31/5/2021,4:00:00,31/5/2021 4:00,30
21149,31/5/2021,5:00:00,31/5/2021 5:00,24
21150,31/5/2021,6:00:00,31/5/2021 6:00,19
21151,31/5/2021,7:00:00,31/5/2021 7:00,24
21152,31/5/2021,8:00:00,31/5/2021 8:00,23
21153,31/5/2021,9:00:00,31/5/2021 9:00,18
21154,31/5/2021,10:00:00,31/5/2021 10:00,17
21155,31/5/2021,11:00:00,31/5/2021 11:00,19
21156,31/5/2021,12:00:00,31/5/2021 12:00,27
21157,31/5/2021,13:00:00,31/5/2021 13:00,23
21158,31/5/2021,14:00:00,31/5/2021 14:00,25
21159,31/5/2021,15:00:00,31/5/2021 15:00,23
21160,31/5/2021,16:00:00,31/5/2021 16:00,28
21161,31/5/2021,17:00:00,31/5/2021 17:00,28
21162,31/5/2021,18:00:00,31/5/2021 18:00,26
21163,31/5/2021,19:00:00,31/5/2021 19:00,40
21164,31/5/2021,20:00:00,31/5/2021 20:00,55
21165,31/5/2021,21:00:00,31/5/2021 21:00,44
21166,31/5/2021,22:00:00,31/5/2021 22:00,27
21167,31/5/2021,23:00:00,31/5/2021 23:00,38
21168,1/6/2021,0:00:00,1/6/2021 0:00,41
21169,1/6/2021,1:00:00,1/6/2021 1:00,46
21170,1/6/2021,2:00:00,1/6/2021 2:00,49
21171,1/6/2021,3:00:00,1/6/2021 3:00,46
21172,1/6/2021,4:00:00,1/6/2021 4:00,36
21173,1/6/2021,5:00:00,1/6/2021 5:00,40
21174,1/6/2021,6:00:00,1/6/2021 6:00,37
21175,1/6/2021,7:00:00,1/6/2021 7:00,30
21176,1/6/2021,8:00:00,1/6/2021 8:00,32
21177,1/6/2021,9:00:00,1/6/2021 9:00,23
21178,1/6/2021,10:00:00,1/6/2021 10:00,25
21179,1/6/2021,11:00:00,1/6/2021 11:00,19
21180,1/6/2021,12:00:00,1/6/2021 12:00,17
21181,1/6/2021,13:00:00,1/6/2021 13:00,16
21182,1/6/2021,14:00:00,1/6/2021 14:00,18
21183,1/6/2021,15:00:00,1/6/2021 15:00,24
21184,1/6/2021,16:00:00,1/6/2021 16:00,22
21185,1/6/2021,17:00:00,1/6/2021 17:00,22
21186,1/6/2021,18:00:00,1/6/2021 18:00,23
21187,1/6/2021,19:00:00,1/6/2021 19:00,27
21188,1/6/2021,20:00:00,1/6/2021 20:00,37
21189,1/6/2021,21:00:00,1/6/2021 21:00,31
21190,1/6/2021,22:00:00,1/6/2021 22:00,30
21191,1/6/2021,23:00:00,1/6/2021 23:00,37
21192,2/6/2021,0:00:00,2/6/2021 0:00,38
21193,2/6/2021,1:00:00,2/6/2021 1:00,37
21194,2/6/2021,2:00:00,2/6/2021 2:00,31
21195,2/6/2021,3:00:00,2/6/2021 3:00,21
21196,2/6/2021,4:00:00,2/6/2021 4:00,21
21197,2/6/2021,5:00:00,2/6/2021 5:00,17
21198,2/6/2021,6:00:00,2/6/2021 6:00,12
21199,2/6/2021,7:00:00,2/6/2021 7:00,15
21200,2/6/2021,8:00:00,2/6/2021 8:00,17
21201,2/6/2021,9:00:00,2/6/2021 9:00,20
21202,2/6/2021,10:00:00,2/6/2021 10:00,18
21203,2/6/2021,11:00:00,2/6/2021 11:00,17
21204,2/6/2021,12:00:00,2/6/2021 12:00,15
21205,2/6/2021,13:00:00,2/6/2021 13:00,10
21206,2/6/2021,14:00:00,2/6/2021 14:00,23
21207,2/6/2021,15:00:00,2/6/2021 15:00,18
21208,2/6/2021,16:00:00,2/6/2021 16:00,23
21209,2/6/2021,17:00:00,2/6/2021 17:00,31
21210,2/6/2021,18:00:00,2/6/2021 18:00,29
21211,2/6/2021,19:00:00,2/6/2021 19:00,30
21212,2/6/2021,20:00:00,2/6/2021 20:00,32
21213,2/6/2021,21:00:00,2/6/2021 21:00,36
21214,2/6/2021,22:00:00,2/6/2021 22:00,38
21215,2/6/2021,23:00:00,2/6/2021 23:00,30
21216,3/6/2021,0:00:00,3/6/2021 0:00,36
21217,3/6/2021,1:00:00,3/6/2021 1:00,27
21218,3/6/2021,2:00:00,3/6/2021 2:00,33
21219,3/6/2021,3:00:00,3/6/2021 3:00,28
21220,3/6/2021,4:00:00,3/6/2021 4:00,27
21221,3/6/2021,5:00:00,3/6/2021 5:00,31
21222,3/6/2021,6:00:00,3/6/2021 6:00,31
21223,3/6/2021,7:00:00,3/6/2021 7:00,31
21224,3/6/2021,8:00:00,3/6/2021 8:00,30
21225,3/6/2021,9:00:00,3/6/2021 9:00,24
21226,3/6/2021,10:00:00,3/6/2021 10:00,16
21227,3/6/2021,11:00:00,3/6/2021 11:00,12
21228,3/6/2021,12:00:00,3/6/2021 12:00,18
21229,3/6/2021,13:00:00,3/6/2021 13:00,11
21230,3/6/2021,14:00:00,3/6/2021 14:00,10
21231,3/6/2021,15:00:00,3/6/2021 15:00,12
21232,3/6/2021,16:00:00,3/6/2021 16:00,18
21233,3/6/2021,17:00:00,3/6/2021 17:00,16
21234,3/6/2021,18:00:00,3/6/2021 18:00,16
21235,3/6/2021,19:00:00,3/6/2021 19:00,27
21236,3/6/2021,20:00:00,3/6/2021 20:00,28
21237,3/6/2021,21:00:00,3/6/2021 21:00,24
21238,3/6/2021,22:00:00,3/6/2021 22:00,30
21239,3/6/2021,23:00:00,3/6/2021 23:00,25
21240,4/6/2021,0:00:00,4/6/2021 0:00,24
21241,4/6/2021,1:00:00,4/6/2021 1:00,23
21242,4/6/2021,2:00:00,4/6/2021 2:00,23
21243,4/6/2021,3:00:00,4/6/2021 3:00,16
21244,4/6/2021,4:00:00,4/6/2021 4:00,15
21245,4/6/2021,5:00:00,4/6/2021 5:00,19
21246,4/6/2021,6:00:00,4/6/2021 6:00,19
21247,4/6/2021,7:00:00,4/6/2021 7:00,18
21248,4/6/2021,8:00:00,4/6/2021 8:00,19
21249,4/6/2021,9:00:00,4/6/2021 9:00,17
21250,4/6/2021,10:00:00,4/6/2021 10:00,16
21251,4/6/2021,11:00:00,4/6/2021 11:00,16
21252,4/6/2021,12:00:00,4/6/2021 12:00,17
21253,4/6/2021,13:00:00,4/6/2021 13:00,11
21254,4/6/2021,14:00:00,4/6/2021 14:00,13
21255,4/6/2021,15:00:00,4/6/2021 15:00,9
21256,4/6/2021,16:00:00,4/6/2021 16:00,16
21257,4/6/2021,17:00:00,4/6/2021 17:00,24
21258,4/6/2021,18:00:00,4/6/2021 18:00,26
21259,4/6/2021,19:00:00,4/6/2021 19:00,34
21260,4/6/2021,20:00:00,4/6/2021 20:00,28
21261,4/6/2021,21:00:00,4/6/2021 21:00,30
21262,4/6/2021,22:00:00,4/6/2021 22:00,28
21263,4/6/2021,23:00:00,4/6/2021 23:00,28
21264,5/6/2021,0:00:00,5/6/2021 0:00,27
21265,5/6/2021,1:00:00,5/6/2021 1:00,30
21266,5/6/2021,2:00:00,5/6/2021 2:00,28
21267,5/6/2021,3:00:00,5/6/2021 3:00,20
21268,5/6/2021,4:00:00,5/6/2021 4:00,21
21269,5/6/2021,5:00:00,5/6/2021 5:00,26
21270,5/6/2021,6:00:00,5/6/2021 6:00,27
21271,5/6/2021,7:00:00,5/6/2021 7:00,28
21272,5/6/2021,8:00:00,5/6/2021 8:00,28
21273,5/6/2021,9:00:00,5/6/2021 9:00,19
21274,5/6/2021,10:00:00,5/6/2021 10:00,16
21275,5/6/2021,11:00:00,5/6/2021 11:00,12
21276,5/6/2021,12:00:00,5/6/2021 12:00,10
21277,5/6/2021,13:00:00,5/6/2021 13:00,12
21278,5/6/2021,14:00:00,5/6/2021 14:00,15
21279,5/6/2021,15:00:00,5/6/2021 15:00,24
21280,5/6/2021,16:00:00,5/6/2021 16:00,18
21281,5/6/2021,17:00:00,5/6/2021 17:00,31
21282,5/6/2021,18:00:00,5/6/2021 18:00,27
21283,5/6/2021,19:00:00,5/6/2021 19:00,28
21284,5/6/2021,20:00:00,5/6/2021 20:00,36
21285,5/6/2021,21:00:00,5/6/2021 21:00,37
21286,5/6/2021,22:00:00,5/6/2021 22:00,9
21287,5/6/2021,23:00:00,5/6/2021 23:00,19
21288,6/6/2021,0:00:00,6/6/2021 0:00,28
21289,6/6/2021,1:00:00,6/6/2021 1:00,26
21290,6/6/2021,2:00:00,6/6/2021 2:00,34
21291,6/6/2021,3:00:00,6/6/2021 3:00,32
21292,6/6/2021,4:00:00,6/6/2021 4:00,36
21293,6/6/2021,5:00:00,6/6/2021 5:00,35
21294,6/6/2021,6:00:00,6/6/2021 6:00,34
21295,6/6/2021,7:00:00,6/6/2021 7:00,31
21296,6/6/2021,8:00:00,6/6/2021 8:00,33
21297,6/6/2021,9:00:00,6/6/2021 9:00,35
21298,6/6/2021,10:00:00,6/6/2021 10:00,31
21299,6/6/2021,11:00:00,6/6/2021 11:00,11
21300,6/6/2021,12:00:00,6/6/2021 12:00,12
21301,6/6/2021,13:00:00,6/6/2021 13:00,12
21302,6/6/2021,14:00:00,6/6/2021 14:00,11
21303,6/6/2021,15:00:00,6/6/2021 15:00,9
21304,6/6/2021,16:00:00,6/6/2021 16:00,14
21305,6/6/2021,17:00:00,6/6/2021 17:00,9
21306,6/6/2021,18:00:00,6/6/2021 18:00,11
21307,6/6/2021,19:00:00,6/6/2021 19:00,12
21308,6/6/2021,20:00:00,6/6/2021 20:00,13
21309,6/6/2021,21:00:00,6/6/2021 21:00,13
21310,6/6/2021,22:00:00,6/6/2021 22:00,18
21311,6/6/2021,23:00:00,6/6/2021 23:00,19
21312,7/6/2021,0:00:00,7/6/2021 0:00,23
21313,7/6/2021,1:00:00,7/6/2021 1:00,30
21314,7/6/2021,2:00:00,7/6/2021 2:00,23
21315,7/6/2021,3:00:00,7/6/2021 3:00,19
21316,7/6/2021,4:00:00,7/6/2021 4:00,9
21317,7/6/2021,5:00:00,7/6/2021 5:00,14
21318,7/6/2021,6:00:00,7/6/2021 6:00,21
21319,7/6/2021,7:00:00,7/6/2021 7:00,18
21320,7/6/2021,8:00:00,7/6/2021 8:00,13
21321,7/6/2021,9:00:00,7/6/2021 9:00,12
21322,7/6/2021,10:00:00,7/6/2021 10:00,19
21323,7/6/2021,11:00:00,7/6/2021 11:00,15
21324,7/6/2021,12:00:00,7/6/2021 12:00,10
21325,7/6/2021,13:00:00,7/6/2021 13:00,11
21326,7/6/2021,14:00:00,7/6/2021 14:00,19
21327,7/6/2021,15:00:00,7/6/2021 15:00,14
21328,7/6/2021,16:00:00,7/6/2021 16:00,15
21329,7/6/2021,17:00:00,7/6/2021 17:00,14
21330,7/6/2021,18:00:00,7/6/2021 18:00,12
21331,7/6/2021,19:00:00,7/6/2021 19:00,18
21332,7/6/2021,20:00:00,7/6/2021 20:00,12
21333,7/6/2021,21:00:00,7/6/2021 21:00,17
21334,7/6/2021,22:00:00,7/6/2021 22:00,28
21335,7/6/2021,23:00:00,7/6/2021 23:00,21
21336,8/6/2021,0:00:00,8/6/2021 0:00,20
21337,8/6/2021,1:00:00,8/6/2021 1:00,23
21338,8/6/2021,2:00:00,8/6/2021 2:00,22
21339,8/6/2021,3:00:00,8/6/2021 3:00,23
21340,8/6/2021,4:00:00,8/6/2021 4:00,23
21341,8/6/2021,5:00:00,8/6/2021 5:00,20
21342,8/6/2021,6:00:00,8/6/2021 6:00,21
21343,8/6/2021,7:00:00,8/6/2021 7:00,24
21344,8/6/2021,8:00:00,8/6/2021 8:00,31
21345,8/6/2021,9:00:00,8/6/2021 9:00,24
21346,8/6/2021,10:00:00,8/6/2021 10:00,23
21347,8/6/2021,11:00:00,8/6/2021 11:00,14
21348,8/6/2021,12:00:00,8/6/2021 12:00,22
21349,8/6/2021,13:00:00,8/6/2021 13:00,16
21350,8/6/2021,14:00:00,8/6/2021 14:00,11
21351,8/6/2021,15:00:00,8/6/2021 15:00,13
21352,8/6/2021,16:00:00,8/6/2021 16:00,20
21353,8/6/2021,17:00:00,8/6/2021 17:00,21
21354,8/6/2021,18:00:00,8/6/2021 18:00,20
21355,8/6/2021,19:00:00,8/6/2021 19:00,25
21356,8/6/2021,20:00:00,8/6/2021 20:00,28
21357,8/6/2021,21:00:00,8/6/2021 21:00,24
21358,8/6/2021,22:00:00,8/6/2021 22:00,22
21359,8/6/2021,23:00:00,8/6/2021 23:00,25
21360,9/6/2021,0:00:00,9/6/2021 0:00,29
21361,9/6/2021,1:00:00,9/6/2021 1:00,18
21362,9/6/2021,2:00:00,9/6/2021 2:00,18
21363,9/6/2021,3:00:00,9/6/2021 3:00,15
21364,9/6/2021,4:00:00,9/6/2021 4:00,13
21365,9/6/2021,5:00:00,9/6/2021 5:00,18
